"","zip","city","state","latitude","longitude"
"8918","20560","Washington","DC",38.893311,-77.014647
"8919","20565","Washington","DC",38.891941,-77.018853
"8920","20566","Washington","DC",38.897074,-77.05535
"8921","20570","Washington","DC",38.899061,-77.040149
"8922","20571","Washington","DC",38.900559,-77.034554
"8923","20572","Washington","DC",38.893311,-77.014647
"8924","20573","Washington","DC",38.893311,-77.014647
"8925","20575","Washington","DC",38.893311,-77.014647
"8926","20576","Washington","DC",38.893662,-77.023592
"8927","20577","Washington","DC",38.900758,-77.034455
"8928","20578","Washington","DC",38.893311,-77.014647
"8929","20579","Washington","DC",38.904311,-77.044649
"8930","20580","Washington","DC",38.893311,-77.014647
"8931","20581","Washington","DC",38.893311,-77.014647
"8932","20585","Washington","DC",38.893311,-77.014647
"8933","20586","Washington","DC",38.902211,-77.047399
"8934","20588","Dhs","MD",38.74,-76.85
"8935","20590","Washington","DC",38.883962,-77.022098
"8936","20591","Washington","DC",38.893311,-77.014647
"8937","20593","Washington","DC",38.893311,-77.014647
"8938","20594","Washington","DC",38.88494,-77.018372
"8939","20597","Washington","DC",38.893311,-77.014647
"8940","20598","Dhs","VA",38.86,-77.05
"8941","20599","Washington","DC",38.893311,-77.014647
"8942","20601","Waldorf","MD",38.634306,-76.86008
"8943","20602","Waldorf","MD",38.598185,-76.90381
"8944","20603","Waldorf","MD",38.631542,-76.95723
"8945","20604","Waldorf","MD",38.509548,-76.981651
"8946","20606","Abell","MD",38.250996,-76.73974
"8947","20607","Accokeek","MD",38.672216,-77.01807
"8948","20608","Aquasco","MD",38.564649,-76.69229
"8949","20609","Avenue","MD",38.268558,-76.75084
"8950","20610","Barstow","MD",38.444727,-76.533026
"8951","20611","Bel Alton","MD",38.463289,-76.9858
"8952","20612","Benedict","MD",38.511147,-76.67864
"8953","20613","Brandywine","MD",38.676968,-76.82215
"8954","20615","Broomes Island","MD",38.416782,-76.54814
"8955","20616","Bryans Road","MD",38.639117,-77.08301
"8956","20617","Bryantown","MD",38.55223,-76.84477
"8957","20618","Bushwood","MD",38.270124,-76.79155
"8958","20619","California","MD",38.303103,-76.52231
"8959","20620","Callaway","MD",38.226406,-76.51759
"8960","20621","Chaptico","MD",38.330254,-76.80782
"8961","20622","Charlotte Hall","MD",38.458322,-76.83947
"8962","20623","Cheltenham","MD",38.748872,-76.83075
"8963","20624","Clements","MD",38.330096,-76.73113
"8964","20625","Cobb Island","MD",38.262468,-76.84951
"8965","20626","Coltons Point","MD",38.229113,-76.75829
"8966","20627","Compton","MD",38.276828,-76.703971
"8967","20628","Dameron","MD",38.135718,-76.33865
"8968","20629","Dowell","MD",38.334336,-76.4534
"8969","20630","Drayden","MD",38.171834,-76.47437
"8970","20632","Faulkner","MD",38.421787,-76.96182
"8971","20634","Great Mills","MD",38.260846,-76.4985
"8972","20635","Helen","MD",38.312112,-76.607676
"8973","20636","Hollywood","MD",38.349517,-76.54839
"8974","20637","Hughesville","MD",38.523408,-76.75435
"8975","20639","Huntingtown","MD",38.601648,-76.60434
"8976","20640","Indian Head","MD",38.593095,-77.15212
"8977","20643","Ironsides","MD",38.503876,-77.148283
"8978","20645","Issue","MD",38.30126,-76.91539
"8979","20646","La Plata","MD",38.528103,-76.98063
"8980","20650","Leonardtown","MD",38.269283,-76.64336
"8981","20653","Lexington Park","MD",38.234838,-76.44889
"8982","20656","Loveville","MD",38.359274,-76.683325
"8983","20657","Lusby","MD",38.370044,-76.43328
"8984","20658","Marbury","MD",38.567465,-77.16779
"8985","20659","Mechanicsville","MD",38.427328,-76.72826
"8986","20660","Morganza","MD",38.363994,-76.694102
"8987","20661","Mount Victoria","MD",38.343591,-76.884559
"8988","20662","Nanjemoy","MD",38.42029,-77.19479
"8989","20664","Newburg","MD",38.343729,-76.92493
"8990","20667","Park Hall","MD",38.2176,-76.4382
"8991","20670","Patuxent River","MD",38.268636,-76.42383
"8992","20674","Piney Point","MD",38.127843,-76.49055
"8993","20675","Pomfret","MD",38.58215,-77.01739
"8994","20676","Port Republic","MD",38.489163,-76.52937
"8995","20677","Port Tobacco","MD",38.501493,-77.03169
"8996","20678","Prince Frederick","MD",38.535116,-76.58432
"8997","20680","Ridge","MD",38.112419,-76.36964
"8998","20682","Rock Point","MD",38.283551,-76.848093
"8999","20684","Saint Inigoes","MD",38.151666,-76.40512
"9000","20685","Saint Leonard","MD",38.448869,-76.49776
"9001","20686","Saint Marys City","MD",38.188796,-76.420738
"9002","20687","Scotland","MD",38.064947,-76.3444
"9003","20688","Solomons","MD",38.339176,-76.46568
"9004","20689","Sunderland","MD",38.668765,-76.58648
"9005","20690","Tall Timbers","MD",38.165432,-76.53284
"9006","20692","Valley Lee","MD",38.179764,-76.50185
"9007","20693","Welcome","MD",38.451267,-77.08955
"9008","20695","White Plains","MD",38.593202,-76.97063
"9009","20697","Southern Md Facility","MD",38.833563,-76.877743
"9010","20701","Annapolis Junction","MD",39.127708,-76.7923
"9011","20703","Lanham","MD",38.833563,-76.877743
"9012","20704","Beltsville","MD",38.833563,-76.877743
"9013","20705","Beltsville","MD",39.044509,-76.9133
"9014","20706","Lanham","MD",38.964093,-76.85331
"9015","20707","Laurel","MD",39.098475,-76.86571
"9016","20708","Laurel","MD",39.0632,-76.84103
"9017","20709","Laurel","MD",38.833563,-76.877743
"9018","20710","Bladensburg","MD",38.941428,-76.93005
"9019","20711","Lothian","MD",38.80884,-76.67236
"9020","20712","Mount Rainier","MD",38.941594,-76.96369
"9021","20714","North Beach","MD",38.711264,-76.53637
"9022","20715","Bowie","MD",38.979413,-76.74382
"9023","20716","Bowie","MD",38.93193,-76.72457
"9024","20717","Bowie","MD",38.833563,-76.877743
"9025","20718","Bowie","MD",38.833563,-76.877743
"9026","20719","Bowie","MD",38.833563,-76.877743
"9027","20720","Bowie","MD",38.986699,-76.78612
"9028","20721","Bowie","MD",38.917506,-76.79404
"9029","20722","Brentwood","MD",38.939716,-76.95203
"9030","20723","Laurel","MD",39.134062,-76.8579
"9031","20724","Laurel","MD",39.101646,-76.80334
"9032","20725","Laurel","MD",38.833563,-76.877743
"9033","20726","Laurel","MD",38.833563,-76.877743
"9034","20731","Capitol Heights","MD",38.833563,-76.877743
"9035","20732","Chesapeake Beach","MD",38.670858,-76.53652
"9036","20733","Churchton","MD",38.801516,-76.52469
"9037","20735","Clinton","MD",38.753264,-76.89913
"9038","20736","Owings","MD",38.694074,-76.61793
"9039","20737","Riverdale","MD",38.96146,-76.92056
"9040","20738","Riverdale","MD",38.833563,-76.877743
"9041","20740","College Park","MD",38.99756,-76.92577
"9042","20741","College Park","MD",38.833563,-76.877743
"9043","20742","College Park","MD",38.833563,-76.877743
"9044","20743","Capitol Heights","MD",38.886812,-76.90645
"9045","20744","Fort Washington","MD",38.756347,-76.99034
"9046","20745","Oxon Hill","MD",38.80758,-76.99193
"9047","20746","Suitland","MD",38.839663,-76.91478
"9048","20747","District Heights","MD",38.855479,-76.88621
"9049","20748","Temple Hills","MD",38.822163,-76.93974
"9050","20749","Fort Washington","MD",38.833563,-76.877743
"9051","20750","Oxon Hill","MD",38.833563,-76.877743
"9052","20751","Deale","MD",38.786949,-76.55335
"9053","20752","Suitland","MD",38.833563,-76.877743
"9054","20753","District Heights","MD",38.833563,-76.877743
"9055","20754","Dunkirk","MD",38.746123,-76.65117
"9056","20755","Fort George G Meade","MD",39.105015,-76.74126
"9057","20757","Temple Hills","MD",38.833563,-76.877743
"9058","20758","Friendship","MD",38.731822,-76.59378
"9059","20759","Fulton","MD",39.147257,-76.93799
"9060","20762","Andrews Air Force Base","MD",38.820546,-76.88334
"9061","20763","Savage","MD",39.137307,-76.82335
"9062","20764","Shady Side","MD",38.839015,-76.5114
"9063","20765","Galesville","MD",38.844097,-76.54795
"9064","20768","Greenbelt","MD",38.833563,-76.877743
"9065","20769","Glenn Dale","MD",38.984107,-76.81544
"9066","20770","Greenbelt","MD",39.00391,-76.88005
"9067","20771","Greenbelt","MD",38.833563,-76.877743
"9068","20772","Upper Marlboro","MD",38.792281,-76.781
"9069","20773","Upper Marlboro","MD",38.833563,-76.877743
"9070","20774","Upper Marlboro","MD",38.892456,-76.80685
"9071","20775","Upper Marlboro","MD",38.833563,-76.877743
"9072","20776","Harwood","MD",38.86313,-76.61917
"9073","20777","Highland","MD",39.173104,-76.95779
"9074","20778","West River","MD",38.832265,-76.55604
"9075","20779","Tracys Landing","MD",38.759196,-76.57076
"9076","20781","Hyattsville","MD",38.946746,-76.9356
"9077","20782","Hyattsville","MD",38.96401,-76.96139
"9078","20783","Hyattsville","MD",38.98941,-76.97294
"9079","20784","Hyattsville","MD",38.950528,-76.8888
"9080","20785","Hyattsville","MD",38.920111,-76.889
"9081","20787","Hyattsville","MD",38.98707,-76.982405
"9082","20788","Hyattsville","MD",38.969434,-76.950913
"9083","20790","Capitol Heights","MD",38.833563,-76.877743
"9084","20791","Capitol Heights","MD",38.833563,-76.877743
"9085","20792","Upper Marlboro","MD",38.82,-76.75
"9086","20794","Jessup","MD",39.144807,-76.78767
"9087","20797","Southern Md Facility","MD",38.833563,-76.877743
"9088","20799","Capitol Heights","MD",38.833563,-76.877743
"9089","20810","Bethesda","MD",38.97,-77.1
"9090","20811","Bethesda","MD",38.97,-77.1
"9091","20812","Glen Echo","MD",38.97026,-77.1442
"9092","20813","Bethesda","MD",39.143979,-77.207617
"9093","20814","Bethesda","MD",38.999759,-77.10185
"9094","20815","Chevy Chase","MD",38.97986,-77.08079
"9095","20816","Bethesda","MD",38.958377,-77.11425
"9096","20817","Bethesda","MD",38.996842,-77.13519
"9097","20818","Cabin John","MD",38.97511,-77.15928
"9098","20824","Bethesda","MD",39.143979,-77.207617
"9099","20825","Chevy Chase","MD",39.143979,-77.207617
"9100","20827","Bethesda","MD",39.143979,-77.207617
"9101","20830","Olney","MD",39.15522,-77.066745
"9102","20831","Chesapeake Beach","MD",38.698833,-76.536276
"9103","20832","Olney","MD",39.155449,-77.07487
"9104","20833","Brookeville","MD",39.183221,-77.05917
"9105","20837","Poolesville","MD",39.128854,-77.40763
"9106","20838","Barnesville","MD",39.221975,-77.37781
"9107","20839","Beallsville","MD",39.1672,-77.41411
"9108","20841","Boyds","MD",39.194497,-77.321
"9109","20842","Dickerson","MD",39.22086,-77.41699
"9110","20847","Rockville","MD",39.143979,-77.207617
"9111","20848","Rockville","MD",39.143979,-77.207617
"9112","20849","Rockville","MD",39.143979,-77.207617
"9113","20850","Rockville","MD",39.093408,-77.1718
"9114","20851","Rockville","MD",39.076608,-77.1232
"9115","20852","Rockville","MD",39.0509,-77.12261
"9116","20853","Rockville","MD",39.087409,-77.0944
"9117","20854","Potomac","MD",39.035028,-77.19995
"9118","20855","Derwood","MD",39.131705,-77.14981
"9119","20857","Rockville","MD",39.143979,-77.207617
"9120","20859","Potomac","MD",39.143979,-77.207617
"9121","20860","Sandy Spring","MD",39.15283,-77.03494
"9122","20861","Ashton","MD",39.14827,-76.99859
"9123","20862","Brinklow","MD",39.184019,-77.01708
"9124","20866","Burtonsville","MD",39.097243,-76.93467
"9125","20868","Spencerville","MD",39.127028,-76.96372
"9126","20871","Clarksburg","MD",39.262598,-77.29125
"9127","20872","Damascus","MD",39.284185,-77.22752
"9128","20874","Germantown","MD",39.169859,-77.27564
"9129","20875","Germantown","MD",39.143979,-77.207617
"9130","20876","Germantown","MD",39.191769,-77.24329
"9131","20877","Gaithersburg","MD",39.13975,-77.18568
"9132","20878","Gaithersburg","MD",39.11755,-77.23548
"9133","20879","Gaithersburg","MD",39.168656,-77.18716
"9134","20880","Washington Grove","MD",39.139535,-77.17592
"9135","20882","Gaithersburg","MD",39.229652,-77.1594
"9136","20883","Gaithersburg","MD",39.17,-77.19
"9137","20884","Gaithersburg","MD",39.143979,-77.207617
"9138","20885","Gaithersburg","MD",39.187421,-77.202798
"9139","20886","Montgomery Village","MD",39.178737,-77.19564
"9140","20889","Bethesda","MD",39.143979,-77.207617
"9141","20891","Kensington","MD",39.143979,-77.207617
"9142","20892","Bethesda","MD",39.002375,-77.10341
"9143","20894","Bethesda","MD",39.143979,-77.207617
"9144","20895","Kensington","MD",39.027259,-77.07745
"9145","20896","Garrett Park","MD",39.035276,-77.09263
"9146","20897","Suburb Maryland Fac","MD",39.143979,-77.207617
"9147","20898","Gaithersburg","MD",39.143979,-77.207617
"9148","20899","Gaithersburg","MD",39.140324,-77.221984
"9149","20901","Silver Spring","MD",39.020359,-77.0115
"9150","20902","Silver Spring","MD",39.040759,-77.04876
"9151","20903","Silver Spring","MD",39.014009,-76.98199
"9152","20904","Silver Spring","MD",39.069108,-76.97834
"9153","20905","Silver Spring","MD",39.104509,-76.99374
"9154","20906","Silver Spring","MD",39.07737,-77.06433
"9155","20907","Silver Spring","MD",39.143979,-77.207617
"9156","20908","Silver Spring","MD",39.143979,-77.207617
"9157","20910","Silver Spring","MD",38.999992,-77.03404
"9158","20911","Silver Spring","MD",39.143979,-77.207617
"9159","20912","Takoma Park","MD",38.98236,-77.00044
"9160","20913","Takoma Park","MD",38.833563,-76.877743
"9161","20914","Silver Spring","MD",39.143979,-77.207617
"9162","20915","Silver Spring","MD",39.143979,-77.207617
"9163","20916","Silver Spring","MD",39.143979,-77.207617
"9164","20918","Silver Spring","MD",39.143979,-77.207617
"9165","20993","Silver Spring","MD",39.03,-76.98
"9166","20997","Silver Spring","MD",39.143979,-77.207617
"9167","21001","Aberdeen","MD",39.508177,-76.18066
"9168","21002","Perryman","MD",39.487519,-76.199871
"9169","21004","Bel Air South","MD",39.539458,-76.326363
"9170","21005","Aberdeen Proving Ground","MD",39.473451,-76.14083
"9171","21009","Abingdon","MD",39.473899,-76.2983
"9172","21010","Gunpowder","MD",39.344808,-76.27313
"9173","21012","Arnold","MD",39.049377,-76.49892
"9174","21013","Baldwin","MD",39.508739,-76.49191
"9175","21014","Bel Air","MD",39.536057,-76.34957
"9176","21015","Bel Air","MD",39.532212,-76.30754
"9177","21017","Belcamp","MD",39.476018,-76.24355
"9178","21018","Benson","MD",39.509276,-76.385083
"9179","21020","Boring","MD",39.521276,-76.804699
"9180","21022","Brooklandville","MD",39.397861,-76.671742
"9181","21023","Butler","MD",39.532955,-76.743196
"9182","21027","Chase","MD",39.438964,-76.592139
"9183","21028","Churchville","MD",39.559374,-76.24757
"9184","21029","Clarksville","MD",39.198816,-76.9367
"9185","21030","Cockeysville","MD",39.477506,-76.64114
"9186","21031","Hunt Valley","MD",39.487938,-76.65938
"9187","21032","Crownsville","MD",39.04366,-76.58805
"9188","21034","Darlington","MD",39.638039,-76.22398
"9189","21035","Davidsonville","MD",38.931312,-76.65248
"9190","21036","Dayton","MD",39.24367,-76.99782
"9191","21037","Edgewater","MD",38.921763,-76.5373
"9192","21040","Edgewood","MD",39.427058,-76.30183
"9193","21041","Ellicott City","MD",39.236405,-76.941902
"9194","21042","Ellicott City","MD",39.276305,-76.86082
"9195","21043","Ellicott City","MD",39.254356,-76.8006
"9196","21044","Columbia","MD",39.21536,-76.87823
"9197","21045","Columbia","MD",39.207523,-76.82527
"9198","21046","Columbia","MD",39.175004,-76.85319
"9199","21047","Fallston","MD",39.521572,-76.4258
"9200","21048","Finksburg","MD",39.506853,-76.90953
"9201","21050","Forest Hill","MD",39.574606,-76.39022
"9202","21051","Fork","MD",39.47044,-76.44898
"9203","21052","Fort Howard","MD",39.206108,-76.44642
"9204","21053","Freeland","MD",39.70172,-76.71236
"9205","21054","Gambrills","MD",39.040159,-76.68408
"9206","21055","Garrison","MD",39.438964,-76.592139
"9207","21056","Gibson Island","MD",39.07566,-76.4286
"9208","21057","Glen Arm","MD",39.454943,-76.49718
"9209","21060","Glen Burnie","MD",39.162225,-76.59444
"9210","21061","Glen Burnie","MD",39.164158,-76.6306
"9211","21062","Glen Burnie","MD",38.974203,-76.594942
"9212","21065","Hunt Valley","MD",39.49,-76.65
"9213","21071","Glyndon","MD",39.472604,-76.81424
"9214","21074","Hampstead","MD",39.613293,-76.84802
"9215","21075","Elkridge","MD",39.197119,-76.75178
"9216","21076","Hanover","MD",39.167708,-76.71706
"9217","21077","Harmans","MD",39.157958,-76.69854
"9218","21078","Havre De Grace","MD",39.554644,-76.11118
"9219","21080","Henryton","MD",39.534703,-77.049302
"9220","21082","Hydes","MD",39.470274,-76.45964
"9221","21084","Jarrettsville","MD",39.610405,-76.45569
"9222","21085","Joppa","MD",39.432273,-76.35578
"9223","21087","Kingsville","MD",39.444457,-76.40817
"9224","21088","Lineboro","MD",39.534703,-77.049302
"9225","21090","Linthicum Heights","MD",39.209529,-76.66177
"9226","21092","Long Green","MD",39.438964,-76.592139
"9227","21093","Lutherville Timonium","MD",39.435789,-76.63614
"9228","21094","Lutherville Timonium","MD",39.438964,-76.592139
"9229","21098","Hanover","MD",38.974203,-76.594942
"9230","21102","Manchester","MD",39.685569,-76.8505
"9231","21104","Marriottsville","MD",39.359754,-76.91103
"9232","21105","Maryland Line","MD",39.712453,-76.65069
"9233","21106","Mayo","MD",38.971475,-76.580934
"9234","21108","Millersville","MD",39.099957,-76.62114
"9235","21111","Monkton","MD",39.575605,-76.59123
"9236","21113","Odenton","MD",39.079902,-76.70867
"9237","21114","Crofton","MD",39.012134,-76.68561
"9238","21117","Owings Mills","MD",39.419105,-76.78388
"9239","21120","Parkton","MD",39.656737,-76.66001
"9240","21122","Pasadena","MD",39.125776,-76.51863
"9241","21123","Pasadena","MD",38.974203,-76.594942
"9242","21128","Perry Hall","MD",39.400296,-76.44639
"9243","21130","Perryman","MD",39.466859,-76.20106
"9244","21131","Phoenix","MD",39.504706,-76.57112
"9245","21132","Pylesville","MD",39.696621,-76.42781
"9246","21133","Randallstown","MD",39.376372,-76.79916
"9247","21136","Reisterstown","MD",39.470603,-76.81417
"9248","21139","Riderwood","MD",39.438964,-76.592139
"9249","21140","Riva","MD",38.952412,-76.58205
"9250","21144","Severn","MD",39.130224,-76.69142
"9251","21146","Severna Park","MD",39.079059,-76.55784
"9252","21150","Simpsonville","MD",39.236405,-76.941902
"9253","21152","Sparks Glencoe","MD",39.543905,-76.67
"9254","21153","Stevenson","MD",39.412905,-76.730345
"9255","21154","Street","MD",39.661905,-76.35166
"9256","21155","Upperco","MD",39.566103,-76.82125
"9257","21156","Upper Falls","MD",39.439935,-76.39363
"9258","21157","Westminster","MD",39.563901,-76.98926
"9259","21158","Westminster","MD",39.624705,-77.03086
"9260","21160","Whiteford","MD",39.707377,-76.31864
"9261","21161","White Hall","MD",39.659671,-76.56859
"9262","21162","White Marsh","MD",39.387307,-76.41236
"9263","21163","Woodstock","MD",39.336855,-76.84947
"9264","21176","New Windsor","MD",39.540072,-77.115045
"9265","21201","Baltimore","MD",39.295306,-76.62118
"9266","21202","Baltimore","MD",39.296507,-76.60693
"9267","21203","Baltimore","MD",39.284707,-76.620489
"9268","21204","Towson","MD",39.405606,-76.62648
"9269","21205","Baltimore","MD",39.301157,-76.57478
"9270","21206","Baltimore","MD",39.341107,-76.54085
"9271","21207","Gwynn Oak","MD",39.324406,-76.7176
"9272","21208","Pikesville","MD",39.376879,-76.7287
"9273","21209","Baltimore","MD",39.368974,-76.66904
"9274","21210","Baltimore","MD",39.352496,-76.63452
"9275","21211","Baltimore","MD",39.328957,-76.63361
"9276","21212","Baltimore","MD",39.363456,-76.61142
"9277","21213","Baltimore","MD",39.311474,-76.58283
"9278","21214","Baltimore","MD",39.351857,-76.56399
"9279","21215","Baltimore","MD",39.345456,-76.68038
"9280","21216","Baltimore","MD",39.310006,-76.67029
"9281","21217","Baltimore","MD",39.306306,-76.63786
"9282","21218","Baltimore","MD",39.325956,-76.60602
"9283","21219","Sparrows Point","MD",39.229258,-76.44898
"9284","21220","Middle River","MD",39.337798,-76.41533
"9285","21221","Essex","MD",39.307737,-76.45171
"9286","21222","Dundalk","MD",39.263162,-76.5082
"9287","21223","Baltimore","MD",39.286556,-76.64644
"9288","21224","Baltimore","MD",39.284607,-76.55696
"9289","21225","Brooklyn","MD",39.229507,-76.61203
"9290","21226","Curtis Bay","MD",39.211758,-76.56623
"9291","21227","Halethorpe","MD",39.241957,-76.67712
"9292","21228","Catonsville","MD",39.278056,-76.74002
"9293","21229","Baltimore","MD",39.284856,-76.6878
"9294","21230","Baltimore","MD",39.273107,-76.62613
"9295","21231","Baltimore","MD",39.288607,-76.59116
"9296","21233","Baltimore","MD",39.284707,-76.620489
"9297","21234","Parkville","MD",39.385006,-76.54177
"9298","21235","Baltimore","MD",39.284707,-76.620489
"9299","21236","Nottingham","MD",39.389457,-76.48709
"9300","21237","Rosedale","MD",39.33224,-76.50365
"9301","21239","Baltimore","MD",39.36225,-76.58812
"9302","21240","Baltimore","MD",39.142793,-76.651589
"9303","21241","Baltimore","MD",39.284707,-76.620489
"9304","21244","Windsor Mill","MD",39.338156,-76.76438
"9305","21250","Baltimore","MD",39.258226,-76.713149
"9306","21251","Baltimore","MD",39.438964,-76.592139
"9307","21252","Baltimore","MD",39.388799,-76.613325
"9308","21260","Baltimore","MD",39.284707,-76.620489
"9309","21261","Baltimore","MD",39.3,-76.45
"9310","21263","Baltimore","MD",39.284707,-76.620489
"9311","21264","Baltimore","MD",39.284707,-76.620489
"9312","21265","Baltimore","MD",39.284707,-76.620489
"9313","21268","Baltimore","MD",39.284707,-76.620489
"9314","21270","Baltimore","MD",39.284707,-76.620489
"9315","21273","Baltimore","MD",39.284707,-76.620489
"9316","21274","Baltimore","MD",39.284707,-76.620489
"9317","21275","Baltimore","MD",39.284707,-76.620489
"9318","21278","Baltimore","MD",39.284707,-76.620489
"9319","21279","Baltimore","MD",39.284707,-76.620489
"9320","21280","Baltimore","MD",39.284707,-76.620489
"9321","21281","Baltimore","MD",39.284707,-76.620489
"9322","21282","Baltimore","MD",39.438964,-76.592139
"9323","21283","Baltimore","MD",39.284707,-76.620489
"9324","21284","Baltimore","MD",39.438964,-76.592139
"9325","21285","Baltimore","MD",39.438964,-76.592139
"9326","21286","Towson","MD",39.399639,-76.58418
"9327","21287","Baltimore","MD",39.297457,-76.592738
"9328","21288","Baltimore","MD",39.284707,-76.620489
"9329","21289","Baltimore","MD",39.284707,-76.620489
"9330","21290","Baltimore","MD",39.293256,-76.623839
"9331","21297","Baltimore","MD",39.284707,-76.620489
"9332","21298","Baltimore","MD",39.284707,-76.620489
"9333","21401","Annapolis","MD",38.997511,-76.49803
"9334","21402","Annapolis","MD",38.988506,-76.47229
"9335","21403","Annapolis","MD",38.946462,-76.48358
"9336","21404","Annapolis","MD",38.974203,-76.594942
"9337","21405","Annapolis","MD",39.02801,-76.54183
"9338","21409","Annapolis","MD",39.02,-76.45
"9339","21411","Annapolis","MD",38.974203,-76.594942
"9340","21412","Annapolis","MD",38.974203,-76.594942
"9341","21501","Cumberland","MD",39.580691,-78.690593
"9342","21502","Cumberland","MD",39.646587,-78.77398
"9343","21503","Cumberland","MD",39.580691,-78.690593
"9344","21504","Cumberland","MD",39.580691,-78.690593
"9345","21505","Cumberland","MD",39.594043,-78.843432
"9346","21520","Accident","MD",39.629925,-79.31377
"9347","21521","Barton","MD",39.535862,-79.0194
"9348","21522","Bittinger","MD",39.614779,-79.24494
"9349","21523","Bloomington","MD",39.47965,-79.07263
"9350","21524","Corriganville","MD",39.698332,-78.78741
"9351","21528","Eckhart Mines","MD",39.652187,-78.90123
"9352","21529","Ellerslie","MD",39.718905,-78.77685
"9353","21530","Flintstone","MD",39.697548,-78.53893
"9354","21531","Friendsville","MD",39.662458,-79.416
"9355","21532","Frostburg","MD",39.64612,-78.93778
"9356","21536","Grantsville","MD",39.675393,-79.17045
"9357","21538","Kitzmiller","MD",39.395674,-79.20096
"9358","21539","Lonaconing","MD",39.580942,-78.99073
"9359","21540","Luke","MD",39.475166,-79.05968
"9360","21541","McHenry","MD",39.557364,-79.35999
"9361","21542","Midland","MD",39.589842,-78.94877
"9362","21543","Midlothian","MD",39.63664,-78.95027
"9363","21545","Mount Savage","MD",39.699489,-78.86961
"9364","21550","Oakland","MD",39.409861,-79.39015
"9365","21555","Oldtown","MD",39.579649,-78.55826
"9366","21556","Pinto","MD",39.572452,-78.843962
"9367","21557","Rawlings","MD",39.509856,-78.92329
"9368","21560","Spring Gap","MD",39.564946,-78.711
"9369","21561","Swanton","MD",39.484412,-79.20856
"9370","21562","Westernport","MD",39.488146,-79.03506
"9371","21601","Easton","MD",38.777863,-76.0782
"9372","21606","Easton","MD",38.758525,-76.180166
"9373","21607","Barclay","MD",39.142967,-75.86144
"9374","21609","Bethlehem","MD",38.740562,-75.958683
"9375","21610","Betterton","MD",39.366193,-76.0623
"9376","21612","Bozman","MD",38.747964,-76.27279
"9377","21613","Cambridge","MD",38.545285,-76.09118
"9378","21617","Centreville","MD",39.049697,-76.05309
"9379","21619","Chester","MD",38.949536,-76.28063
"9380","21620","Chestertown","MD",39.215278,-76.09726
"9381","21622","Church Creek","MD",38.393669,-76.16806
"9382","21623","Church Hill","MD",39.123235,-75.96707
"9383","21624","Claiborne","MD",38.836142,-76.2702
"9384","21625","Cordova","MD",38.882856,-75.98842
"9385","21626","Crapo","MD",38.344103,-76.10098
"9386","21627","Crocheron","MD",38.17656,-76.04321
"9387","21628","Crumpton","MD",39.239132,-75.9243
"9388","21629","Denton","MD",38.871895,-75.8273
"9389","21631","East New Market","MD",38.589383,-75.94218
"9390","21632","Federalsburg","MD",38.705731,-75.77488
"9391","21634","Fishing Creek","MD",38.288409,-76.20146
"9392","21635","Galena","MD",39.349536,-75.85332
"9393","21636","Goldsboro","MD",39.026033,-75.7936
"9394","21638","Grasonville","MD",38.954613,-76.21257
"9395","21639","Greensboro","MD",38.971566,-75.80107
"9396","21640","Henderson","MD",39.07733,-75.79992
"9397","21641","Hillsboro","MD",38.920583,-75.9408
"9398","21643","Hurlock","MD",38.641666,-75.86418
"9399","21644","Ingleside","MD",39.094126,-75.87294
"9400","21645","Kennedyville","MD",39.328784,-75.9666
"9401","21647","Mcdaniel","MD",38.80503,-76.29105
"9402","21648","Madison","MD",38.485297,-76.24057
"9403","21649","Marydel","MD",39.122683,-75.76427
"9404","21650","Massey","MD",39.311429,-75.80806
"9405","21651","Millington","MD",39.254014,-75.86239
"9406","21652","Neavitt","MD",38.795102,-76.152762
"9407","21653","Newcomb","MD",38.750959,-76.17804
"9408","21654","Oxford","MD",38.690831,-76.14666
"9409","21655","Preston","MD",38.747216,-75.91459
"9410","21656","Price","MD",39.034637,-76.092127
"9411","21657","Queen Anne","MD",38.945143,-75.96915
"9412","21658","Queenstown","MD",38.963566,-76.13939
"9413","21659","Rhodesdale","MD",38.57526,-75.78177
"9414","21660","Ridgely","MD",38.954731,-75.88459
"9415","21661","Rock Hall","MD",39.137775,-76.22765
"9416","21662","Royal Oak","MD",38.709254,-76.2086
"9417","21663","Saint Michaels","MD",38.783264,-76.22256
"9418","21664","Secretary","MD",38.609886,-75.949
"9419","21665","Sherwood","MD",38.754785,-76.32474
"9420","21666","Stevensville","MD",38.942464,-76.34124
"9421","21667","Still Pond","MD",39.335017,-76.05365
"9422","21668","Sudlersville","MD",39.201203,-75.85175
"9423","21669","Taylors Island","MD",38.458374,-76.30203
"9424","21670","Templeville","MD",38.88927,-75.861191
"9425","21671","Tilghman","MD",38.708795,-76.33501
"9426","21672","Toddville","MD",38.277014,-76.06229
"9427","21673","Trappe","MD",38.662533,-76.07009
"9428","21675","Wingate","MD",38.286828,-76.08221
"9429","21676","Wittman","MD",38.796477,-76.30437
"9430","21677","Woolford","MD",38.510494,-76.18219
"9431","21678","Worton","MD",39.295736,-76.09974
"9432","21679","Wye Mills","MD",38.925358,-76.05652
"9433","21681","Ridgely","MD",38.88927,-75.861191
"9434","21682","Ridgely","MD",38.88927,-75.861191
"9435","21683","Ridgely","MD",38.88927,-75.861191
